start_date,start_time,end_date,end_time,start_freq,end_freq,Loc,NOAA,Imp,cme_date,cme_time,CPA,Width,Speed,Plots,is_halo,width_is_lower_bound
2024/07/21,16:31,07/21,17:17,2400,340,N17E21,13757,M1.0,07/21,16:48,,360,601,PHTX end time uncertain,True,False
2024/07/23,14:18,07/23,15:10,16000,4700,S10E77,13765,M2.4,07/23,14:12,,360,1031,PHTX multilane,True,False
2024/07/26,21:08,07/26,21:19,3000,2500,S20W07,13768,EP,07/26,20:36,147,198,540,PHTX end time uncertain,False,False
2024/07/27,05:53,07/27,16:07,4800,3000,N90b,,,07/27,04:48,,360,1426,PHTX uncertain,True,False
2024/07/28,10:51,07/28,12:00,4900,650,S11W40,13762,M7.7,07/28,11:12,289,50,918,PHTX CME revised on 2025/08/13,False,False
2024/07/28,22:22,07/29,00:22,1500,1000,S15W25,13768,M1.7,07/28,14:36,197,188,612,"PHTX SWAVES data, uncertain CME",False,False
2024/07/29,18:10,07/29,23:15,1400,400,S11W56,13762,M1.6,07/29,13:25,,360,956,"PHTX SWAVES data, uncertain CME",True,False
2024/08/01,12:15,08/01,16:43,2100,800,S16W80,13768,M4.1,08/01,11:36,130,123,1803,PHTX SWAVES data,False,False
2024/08/02,10:55,08/02,13:30,1050,500,S14W90,13768,M7.3,08/02,05:00,269,203,1141,PHTX SWAVES data,False,False
2024/08/04,15:45,08/04,19:31,16000,2800,S09E69,13780,M2.2,08/04,15:27,102,137,701,"PHTX faint, SWAVES data",False,False
2024/08/05,06:10,08/05,07:29,16000,1500,S11E62,13780,M6.1,08/05,05:36,173,45,973,PHTX SWAVES data,False,False
2024/08/05,15:51,08/05,15:54,14000,12500,S08E55,13780,X1.1,08/05,15:48,97,160,502,PHTX,False,False
2024/08/07,14:05,08/07,14:21,16000,5000,S11E09,13777,M5.4,08/07,14:12,,360,658,PHTX,True,False
2024/08/08,20:13,08/08,20:31,14000,8000,S03W23,13777,X1.3,08/08,19:48,,360,789,PHTX,True,False
2024/08/09,21:25,08/09,21:58,14000,2100,S04W40,13774,M4.5,08/09,21:36,,360,638,PHTX faint,True,False
2024/08/14,18:15,08/15,01:10,1400,550,N12E05,13784,X1.1,08/14,08:24,,360,570,"PHTX SWAVES data, uncertain CME",True,False
2024/09/09,03:20,09/09,08:50,2000,230,S08W94,DIM,M1.0,09/09,00:36,266,211,836,"PHTX SWAVES data, uncertain, very faint",False,False
2024/09/09,05:30,09/09,05:46,16000,5500,E90b,,,09/09,05:24,,360,1522,PHTX,True,False
2024/09/14,15:34,09/15,08:40,16000,170,S15E56,13825,X4.5,09/14,15:36,,360,2366,PHTX,True,False
2024/09/22,21:37,09/23,05:55,12000,200,S20E63,13835,M3.7,09/22,21:36,,360,1256,PHTX,True,False
